"행정구역별(시군구)","주택의 종류별","항목","단위","2022 년","2023 년",
"중랑구","단독주택","(건축연도) 2011년","","X","X",
"중랑구","단독주택","(건축연도) 2010년","","X","X",
"중랑구","단독주택","(건축연도) 2005~2009년","","X","X",
"중랑구","단독주택","(건축연도) 2000~2004년","","X","X",
"중랑구","단독주택","(건축연도) 1990~1999년","","X","X",
"중랑구","단독주택","(건축연도) 1980~1989년","","X","X",
"중랑구","단독주택","(건축연도) 1979년 이전","","17","18",
"중랑구","아파트","주택_계","","1339","1295",
"중랑구","아파트","(건축연도) 2023년","","","18",
"중랑구","아파트","(건축연도) 2022년","","23","27",
"중랑구","아파트","(건축연도) 2021년","","52","47",
"중랑구","아파트","(건축연도) 2020년","","25","23",
"중랑구","아파트","(건축연도) 2019년","","23","31",
"중랑구","아파트","(건축연도) 2018년","","19","30",
"중랑구","아파트","(건축연도) 2017년","","X","X",
"중랑구","아파트","(건축연도) 2016년","","X","15",
"중랑구","아파트","(건축연도) 2015년","","14","64",
"중랑구","아파트","(건축연도) 2014년","","66","66",
"중랑구","아파트","(건축연도) 2013년","","136","103",
"중랑구","아파트","(건축연도) 2012년","","26","24",
"중랑구","아파트","(건축연도) 2011년","","X","X",
"중랑구","아파트","(건축연도) 2010년","","57","33",
"중랑구","아파트","(건축연도) 2005~2009년","","45","49",
"중랑구","아파트","(건축연도) 2000~2004년","","65","59",
"중랑구","아파트","(건축연도) 1990~1999년","","666","591",
"중랑구","아파트","(건축연도) 1980~1989년","","122","109",
"중랑구","아파트","(건축연도) 1979년 이전","","X","X",
"중랑구","연립주택","주택_계","","145","239",
"중랑구","연립주택","(건축연도) 2023년","","","X",
"중랑구","연립주택","(건축연도) 2022년","","X","7",
"중랑구","연립주택","(건축연도) 2021년","","8","X",
"중랑구","연립주택","(건축연도) 2020년","","X","X",
"중랑구","연립주택","(건축연도) 2019년","","6","X",
"중랑구","연립주택","(건축연도) 2018년","","X","X",
"중랑구","연립주택","(건축연도) 2017년","","X","X",
"중랑구","연립주택","(건축연도) 2016년","","5","X",
"중랑구","연립주택","(건축연도) 2015년","","X","X",
"중랑구","연립주택","(건축연도) 2014년","","X","X",
"중랑구","연립주택","(건축연도) 2013년","","X","X",
"중랑구","연립주택","(건축연도) 2012년","","X","X",
"중랑구","연립주택","(건축연도) 2011년","","X","X",
"중랑구","연립주택","(건축연도) 2010년","","X","X",
"중랑구","연립주택","(건축연도) 2005~2009년","","X","X",
"중랑구","연립주택","(건축연도) 2000~2004년","","X","X",
"중랑구","연립주택","(건축연도) 1990~1999년","","32","30",
"중랑구","연립주택","(건축연도) 1980~1989년","","54","156",
"중랑구","연립주택","(건축연도) 1979년 이전","","35","26",
"중랑구","다세대주택","주택_계","","574","681",
"중랑구","다세대주택","(건축연도) 2023년","","","23",
"중랑구","다세대주택","(건축연도) 2022년","","25","76",
"중랑구","다세대주택","(건축연도) 2021년","","41","34",
"중랑구","다세대주택","(건축연도) 2020년","","8","44",
"중랑구","다세대주택","(건축연도) 2019년","","12","24",
"중랑구","다세대주택","(건축연도) 2018년","","45","38",
"중랑구","다세대주택","(건축연도) 2017년","","30","26",
"중랑구","다세대주택","(건축연도) 2016년","","30","48",
"중랑구","다세대주택","(건축연도) 2015년","","33","38",
"중랑구","다세대주택","(건축연도) 2014년","","26","27",
"중랑구","다세대주택","(건축연도) 2013년","","25","19",
"중랑구","다세대주택","(건축연도) 2012년","","39","35",
"중랑구","다세대주택","(건축연도) 2011년","","18","11",
"중랑구","다세대주택","(건축연도) 2010년","","10","8",
"중랑구","다세대주택","(건축연도) 2005~2009년","","13","15",
"중랑구","다세대주택","(건축연도) 2000~2004년","","62","70",
"중랑구","다세대주택","(건축연도) 1990~1999년","","81","72",
"중랑구","다세대주택","(건축연도) 1980~1989년","","72","67",
"중랑구","다세대주택","(건축연도) 1979년 이전","","X","6",
"중랑구","비주거용 건물 내 주택","주택_계","","54","41",
"중랑구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","X","X",
"중랑구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","17","15",
"중랑구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","20","11",
"중랑구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","10","10",
"성북구","계","주택_계","","3495","3508",
"성북구","계","(건축연도) 2023년","","","15",
"성북구","계","(건축연도) 2022년","","281","162",
"성북구","계","(건축연도) 2021년","","54","52",
"성북구","계","(건축연도) 2020년","","91","118",
"성북구","계","(건축연도) 2019년","","184","144",
"성북구","계","(건축연도) 2018년","","37","55",
"성북구","계","(건축연도) 2017년","","71","68",
"성북구","계","(건축연도) 2016년","","59","58",
"성북구","계","(건축연도) 2015년","","34","10",
"성북구","계","(건축연도) 2014년","","26","29",
"성북구","계","(건축연도) 2013년","","112","72",
"성북구","계","(건축연도) 2012년","","20","20",
"성북구","계","(건축연도) 2011년","","38","40",
"성북구","계","(건축연도) 2010년","","34","24",
"성북구","계","(건축연도) 2005~2009년","","377","350",
"성북구","계","(건축연도) 2000~2004년","","363","396",
"성북구","계","(건축연도) 1990~1999년","","882","937",
"성북구","계","(건축연도) 1980~1989년","","351","329",
"성북구","계","(건축연도) 1979년 이전","","481","629",
"성북구","단독주택","주택_계","","398","539",
"성북구","단독주택","(건축연도) 2023년","","","X",
"성북구","단독주택","(건축연도) 2022년","","X","X",
"성북구","단독주택","(건축연도) 2021년","","X","X",
"성북구","단독주택","(건축연도) 2020년","","X","X",
"성북구","단독주택","(건축연도) 2019년","","X","X",
"성북구","단독주택","(건축연도) 2018년","","X","X",
"성북구","단독주택","(건축연도) 2017년","","X","X",
"성북구","단독주택","(건축연도) 2016년","","X","X",
"성북구","단독주택","(건축연도) 2015년","","X","X",
"성북구","단독주택","(건축연도) 2014년","","X","X",
"성북구","단독주택","(건축연도) 2013년","","X","X",
"성북구","단독주택","(건축연도) 2012년","","X","X",
"성북구","단독주택","(건축연도) 2011년","","X","X",
"성북구","단독주택","(건축연도) 2010년","","X","X",
"성북구","단독주택","(건축연도) 2005~2009년","","X","X",
"성북구","단독주택","(건축연도) 2000~2004년","","X","X",
"성북구","단독주택","(건축연도) 1990~1999년","","X","9",
"성북구","단독주택","(건축연도) 1980~1989년","","18","26",
"성북구","단독주택","(건축연도) 1979년 이전","","369","497",
"성북구","아파트","주택_계","","1760","1407",
"성북구","아파트","(건축연도) 2023년","","","X",
"성북구","아파트","(건축연도) 2022년","","247","80",
"성북구","아파트","(건축연도) 2021년","","X","X",
"성북구","아파트","(건축연도) 2020년","","70","78",
"성북구","아파트","(건축연도) 2019년","","151","97",
"성북구","아파트","(건축연도) 2018년","","X","X",
"성북구","아파트","(건축연도) 2017년","","25","23",
"성북구","아파트","(건축연도) 2016년","","X","5",
"성북구","아파트","(건축연도) 2015년","","14","X",
"성북구","아파트","(건축연도) 2014년","","X","X",
"성북구","아파트","(건축연도) 2013년","","35","7",
"성북구","아파트","(건축연도) 2012년","","X","X",
"성북구","아파트","(건축연도) 2011년","","38","34",
"성북구","아파트","(건축연도) 2010년","","32","19",
"성북구","아파트","(건축연도) 2005~2009년","","349","308",
"성북구","아파트","(건축연도) 2000~2004년","","223","224",
"성북구","아파트","(건축연도) 1990~1999년","","423","364",
"성북구","아파트","(건축연도) 1980~1989년","","133","143",
"성북구","아파트","(건축연도) 1979년 이전","","17","22",
"성북구","연립주택","주택_계","","292","377",
"성북구","연립주택","(건축연도) 2023년","","","X",
"성북구","연립주택","(건축연도) 2022년","","X","29",
"성북구","연립주택","(건축연도) 2021년","","16","24",
"성북구","연립주택","(건축연도) 2020년","","13","15",
"성북구","연립주택","(건축연도) 2019년","","X","X",
"성북구","연립주택","(건축연도) 2018년","","X","X",
"성북구","연립주택","(건축연도) 2017년","","X","X",
"성북구","연립주택","(건축연도) 2016년","","X","X",
"성북구","연립주택","(건축연도) 2015년","","X","X",
"성북구","연립주택","(건축연도) 2014년","","X","X",
"성북구","연립주택","(건축연도) 2013년","","X","X",
"성북구","연립주택","(건축연도) 2012년","","X","X",
"성북구","연립주택","(건축연도) 2011년","","X","X",
"성북구","연립주택","(건축연도) 2010년","","X","X",
"성북구","연립주택","(건축연도) 2005~2009년","","X","5",
"성북구","연립주택","(건축연도) 2000~2004년","","12","25",
"성북구","연립주택","(건축연도) 1990~1999년","","126","169",
"성북구","연립주택","(건축연도) 1980~1989년","","72","50",
"성북구","연립주택","(건축연도) 1979년 이전","","52","59",
"성북구","다세대주택","주택_계","","994","1133",
"성북구","다세대주택","(건축연도) 2023년","","","15",
"성북구","다세대주택","(건축연도) 2022년","","34","53",
"성북구","다세대주택","(건축연도) 2021년","","38","28",
"성북구","다세대주택","(건축연도) 2020년","","8","25",
"성북구","다세대주택","(건축연도) 2019년","","33","47",
"성북구","다세대주택","(건축연도) 2018년","","37","55",
"성북구","다세대주택","(건축연도) 2017년","","46","45",
"성북구","다세대주택","(건축연도) 2016년","","55","53",
"성북구","다세대주택","(건축연도) 2015년","","18","8",
"성북구","다세대주택","(건축연도) 2014년","","24","25",
"성북구","다세대주택","(건축연도) 2013년","","76","64",
"성북구","다세대주택","(건축연도) 2012년","","20","20",
"성북구","다세대주택","(건축연도) 2011년","","X","6",
"성북구","다세대주택","(건축연도) 2010년","","X","X",
"성북구","다세대주택","(건축연도) 2005~2009년","","24","33",
"성북구","다세대주택","(건축연도) 2000~2004년","","121","142",
"성북구","다세대주택","(건축연도) 1990~1999년","","318","380",
"성북구","다세대주택","(건축연도) 1980~1989년","","119","100",
"성북구","다세대주택","(건축연도) 1979년 이전","","21","30",
"성북구","비주거용 건물 내 주택","주택_계","","51","52",
"성북구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"성북구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","5","X",
"성북구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","11","15",
"성북구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","9","10",
"성북구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","22","21",
"강북구","계","주택_계","","2457","2870",
"강북구","계","(건축연도) 2023년","","","15",
"강북구","계","(건축연도) 2022년","","8","96",
"강북구","계","(건축연도) 2021년","","66","70",
"강북구","계","(건축연도) 2020년","","20","36",
"강북구","계","(건축연도) 2019년","","39","47",
"강북구","계","(건축연도) 2018년","","21","29",
"강북구","계","(건축연도) 2017년","","24","45",
"강북구","계","(건축연도) 2016년","","31","52",
"강북구","계","(건축연도) 2015년","","8","21",
"강북구","계","(건축연도) 2014년","","19","31",
"강북구","계","(건축연도) 2013년","","46","87",
"강북구","계","(건축연도) 2012년","","23","38",
"강북구","계","(건축연도) 2011년","","21","40",
"강북구","계","(건축연도) 2010년","","75","63",
"강북구","계","(건축연도) 2005~2009년","","71","150",
"강북구","계","(건축연도) 2000~2004년","","561","558",
"강북구","계","(건축연도) 1990~1999년","","985","1004",
"강북구","계","(건축연도) 1980~1989년","","250","281",
"강북구","계","(건축연도) 1979년 이전","","189","207",
"강북구","단독주택","주택_계","","159","179",
"강북구","단독주택","(건축연도) 2023년","","","X",
"강북구","단독주택","(건축연도) 2022년","","X","X",
"강북구","단독주택","(건축연도) 2021년","","X","X",
"강북구","단독주택","(건축연도) 2020년","","X","X",
"강북구","단독주택","(건축연도) 2019년","","X","X",
"강북구","단독주택","(건축연도) 2018년","","X","X",
"강북구","단독주택","(건축연도) 2017년","","X","X",
"강북구","단독주택","(건축연도) 2016년","","X","X",
"강북구","단독주택","(건축연도) 2015년","","X","X",
"강북구","단독주택","(건축연도) 2014년","","X","X",
"강북구","단독주택","(건축연도) 2013년","","X","X",
"강북구","단독주택","(건축연도) 2012년","","X","X",
"강북구","단독주택","(건축연도) 2011년","","X","X",
"강북구","단독주택","(건축연도) 2010년","","X","X",
"강북구","단독주택","(건축연도) 2005~2009년","","X","X",
"강북구","단독주택","(건축연도) 2000~2004년","","X","X",
"강북구","단독주택","(건축연도) 1990~1999년","","X","X",
"강북구","단독주택","(건축연도) 1980~1989년","","8","11",
"강북구","단독주택","(건축연도) 1979년 이전","","145","162",
"강북구","아파트","주택_계","","934","884",
"강북구","아파트","(건축연도) 2023년","","","X",
"강북구","아파트","(건축연도) 2022년","","X","38",
"강북구","아파트","(건축연도) 2021년","","X","X",
"강북구","아파트","(건축연도) 2020년","","X","X",
"강북구","아파트","(건축연도) 2019년","","23","11",
"강북구","아파트","(건축연도) 2018년","","X","X",
"강북구","아파트","(건축연도) 2017년","","X","10",
"강북구","아파트","(건축연도) 2016년","","X","X",
"강북구","아파트","(건축연도) 2015년","","X","X",
"강북구","아파트","(건축연도) 2014년","","X","X",
"강북구","아파트","(건축연도) 2013년","","X","X",
"강북구","아파트","(건축연도) 2012년","","X","X",
"강북구","아파트","(건축연도) 2011년","","X","X",
"강북구","아파트","(건축연도) 2010년","","64","42",
"강북구","아파트","(건축연도) 2005~2009년","","28","36",
"강북구","아파트","(건축연도) 2000~2004년","","462","402",
"강북구","아파트","(건축연도) 1990~1999년","","344","338",
"강북구","아파트","(건축연도) 1980~1989년","","X","X",
"강북구","아파트","(건축연도) 1979년 이전","","X","X",
"강북구","연립주택","주택_계","","164","220",
"강북구","연립주택","(건축연도) 2023년","","","X",
"강북구","연립주택","(건축연도) 2022년","","X","X",
"강북구","연립주택","(건축연도) 2021년","","X","X",
"강북구","연립주택","(건축연도) 2020년","","X","X",
"강북구","연립주택","(건축연도) 2019년","","X","X",
"강북구","연립주택","(건축연도) 2018년","","X","X",
"강북구","연립주택","(건축연도) 2017년","","X","X",
"강북구","연립주택","(건축연도) 2016년","","8","15",
"강북구","연립주택","(건축연도) 2015년","","X","X",
"강북구","연립주택","(건축연도) 2014년","","X","X",
"강북구","연립주택","(건축연도) 2013년","","X","X",
"강북구","연립주택","(건축연도) 2012년","","X","X",
"강북구","연립주택","(건축연도) 2011년","","X","X",
"강북구","연립주택","(건축연도) 2010년","","X","X",
"강북구","연립주택","(건축연도) 2005~2009년","","7","18",
"강북구","연립주택","(건축연도) 2000~2004년","","14","18",
"강북구","연립주택","(건축연도) 1990~1999년","","46","58",
"강북구","연립주택","(건축연도) 1980~1989년","","74","91",
"강북구","연립주택","(건축연도) 1979년 이전","","10","13",
"강북구","다세대주택","주택_계","","1166","1557",
"강북구","다세대주택","(건축연도) 2023년","","","12",
"강북구","다세대주택","(건축연도) 2022년","","7","56",
"강북구","다세대주택","(건축연도) 2021년","","62","66",
"강북구","다세대주택","(건축연도) 2020년","","19","35",
"강북구","다세대주택","(건축연도) 2019년","","16","36",
"강북구","다세대주택","(건축연도) 2018년","","20","28",
"강북구","다세대주택","(건축연도) 2017년","","21","35",
"강북구","다세대주택","(건축연도) 2016년","","22","36",
"강북구","다세대주택","(건축연도) 2015년","","5","20",
"강북구","다세대주택","(건축연도) 2014년","","18","30",
"강북구","다세대주택","(건축연도) 2013년","","46","86",
"강북구","다세대주택","(건축연도) 2012년","","21","37",
"강북구","다세대주택","(건축연도) 2011년","","17","38",
"강북구","다세대주택","(건축연도) 2010년","","11","21",
"강북구","다세대주택","(건축연도) 2005~2009년","","32","92",
"강북구","다세대주택","(건축연도) 2000~2004년","","83","135",
"강북구","다세대주택","(건축연도) 1990~1999년","","584","601",
"강북구","다세대주택","(건축연도) 1980~1989년","","157","169",
"강북구","다세대주택","(건축연도) 1979년 이전","","25","24",
"강북구","비주거용 건물 내 주택","주택_계","","34","30",
"강북구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","X","X",
"강북구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","9","X",
"강북구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","11","10",
"강북구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","9","8",
"도봉구","계","주택_계","","3960","4138",
"도봉구","계","(건축연도) 2023년","","","23",
"도봉구","계","(건축연도) 2022년","","184","163",
"도봉구","계","(건축연도) 2021년","","125","94",
"도봉구","계","(건축연도) 2020년","","32","28",
"도봉구","계","(건축연도) 2019년","","43","72",
"도봉구","계","(건축연도) 2018년","","32","42",
"도봉구","계","(건축연도) 2017년","","23","34",
"도봉구","계","(건축연도) 2016년","","51","71",
"도봉구","계","(건축연도) 2015년","","25","28",
"도봉구","계","(건축연도) 2014년","","49","63",
"도봉구","계","(건축연도) 2013년","","27","43",
"도봉구","계","(건축연도) 2012년","","116","134",
"도봉구","계","(건축연도) 2011년","","65","87",
"도봉구","계","(건축연도) 2010년","","38","44",
"도봉구","계","(건축연도) 2005~2009년","","92","102",
"도봉구","계","(건축연도) 2000~2004년","","407","419",
"도봉구","계","(건축연도) 1990~1999년","","1545","1635",
"도봉구","계","(건축연도) 1980~1989년","","985","995",
"도봉구","계","(건축연도) 1979년 이전","","121","61",
"도봉구","단독주택","주택_계","","89","19",
"도봉구","단독주택","(건축연도) 2023년","","","X",
"도봉구","단독주택","(건축연도) 2022년","","X","X",
"도봉구","단독주택","(건축연도) 2021년","","X","X",
"도봉구","단독주택","(건축연도) 2020년","","X","X",
"도봉구","단독주택","(건축연도) 2019년","","X","X",
"도봉구","단독주택","(건축연도) 2018년","","X","X",
"도봉구","단독주택","(건축연도) 2017년","","X","X",
"도봉구","단독주택","(건축연도) 2016년","","X","X",
"도봉구","단독주택","(건축연도) 2015년","","X","X",
"도봉구","단독주택","(건축연도) 2014년","","X","X",
"도봉구","단독주택","(건축연도) 2013년","","X","X",
"도봉구","단독주택","(건축연도) 2012년","","X","X",
"도봉구","단독주택","(건축연도) 2011년","","X","X",
"도봉구","단독주택","(건축연도) 2010년","","X","X",
"도봉구","단독주택","(건축연도) 2005~2009년","","X","X",
"도봉구","단독주택","(건축연도) 2000~2004년","","X","X",
"도봉구","단독주택","(건축연도) 1990~1999년","","X","X",
"도봉구","단독주택","(건축연도) 1980~1989년","","X","X",
"도봉구","단독주택","(건축연도) 1979년 이전","","84","17",
"도봉구","아파트","주택_계","","2005","2006",
"도봉구","아파트","(건축연도) 2023년","","","X",
"도봉구","아파트","(건축연도) 2022년","","156","76",
"도봉구","아파트","(건축연도) 2021년","","X","X",
"도봉구","아파트","(건축연도) 2020년","","X","X",
"도봉구","아파트","(건축연도) 2019년","","X","11",
"도봉구","아파트","(건축연도) 2018년","","X","X",
"도봉구","아파트","(건축연도) 2017년","","X","X",
"도봉구","아파트","(건축연도) 2016년","","X","X",
"도봉구","아파트","(건축연도) 2015년","","X","X",
"도봉구","아파트","(건축연도) 2014년","","6","11",
"도봉구","아파트","(건축연도) 2013년","","5","11",
"도봉구","아파트","(건축연도) 2012년","","X","X",
"도봉구","아파트","(건축연도) 2011년","","X","X",
"도봉구","아파트","(건축연도) 2010년","","X","X",
"도봉구","아파트","(건축연도) 2005~2009년","","28","31",
"도봉구","아파트","(건축연도) 2000~2004년","","206","218",
"도봉구","아파트","(건축연도) 1990~1999년","","860","900",
"도봉구","아파트","(건축연도) 1980~1989년","","737","743",
"도봉구","아파트","(건축연도) 1979년 이전","","X","X",
"도봉구","연립주택","주택_계","","165","179",
"도봉구","연립주택","(건축연도) 2023년","","","X",
"도봉구","연립주택","(건축연도) 2022년","","X","X",
"도봉구","연립주택","(건축연도) 2021년","","9","X",
"도봉구","연립주택","(건축연도) 2020년","","13","X",
"도봉구","연립주택","(건축연도) 2019년","","X","X",
"도봉구","연립주택","(건축연도) 2018년","","X","X",
"도봉구","연립주택","(건축연도) 2017년","","X","X",
"도봉구","연립주택","(건축연도) 2016년","","X","X",
"도봉구","연립주택","(건축연도) 2015년","","X","X",
"도봉구","연립주택","(건축연도) 2014년","","X","X",
"도봉구","연립주택","(건축연도) 2013년","","X","X",
"도봉구","연립주택","(건축연도) 2012년","","X","X",
"도봉구","연립주택","(건축연도) 2011년","","X","X",
"도봉구","연립주택","(건축연도) 2010년","","X","X",
"도봉구","연립주택","(건축연도) 2005~2009년","","13","19",
"도봉구","연립주택","(건축연도) 2000~2004년","","X","6",
"도봉구","연립주택","(건축연도) 1990~1999년","","56","68",
"도봉구","연립주택","(건축연도) 1980~1989년","","50","56",
"도봉구","연립주택","(건축연도) 1979년 이전","","18","23",
"도봉구","다세대주택","주택_계","","1659","1889",
"도봉구","다세대주택","(건축연도) 2023년","","","23",
"도봉구","다세대주택","(건축연도) 2022년","","28","86",
"도봉구","다세대주택","(건축연도) 2021년","","114","90",
"도봉구","다세대주택","(건축연도) 2020년","","19","26",
"도봉구","다세대주택","(건축연도) 2019년","","39","61",
"도봉구","다세대주택","(건축연도) 2018년","","32","42",
"도봉구","다세대주택","(건축연도) 2017년","","23","34",
"도봉구","다세대주택","(건축연도) 2016년","","49","69",
"도봉구","다세대주택","(건축연도) 2015년","","25","28",
"도봉구","다세대주택","(건축연도) 2014년","","43","52",
"도봉구","다세대주택","(건축연도) 2013년","","22","32",
"도봉구","다세대주택","(건축연도) 2012년","","113","130",
"도봉구","다세대주택","(건축연도) 2011년","","65","87",
"도봉구","다세대주택","(건축연도) 2010년","","38","44",
"도봉구","다세대주택","(건축연도) 2005~2009년","","51","51",
"도봉구","다세대주택","(건축연도) 2000~2004년","","196","191",
"도봉구","다세대주택","(건축연도) 1990~1999년","","617","658",
"도봉구","다세대주택","(건축연도) 1980~1989년","","176","175",
"도봉구","다세대주택","(건축연도) 1979년 이전","","9","10",
"도봉구","비주거용 건물 내 주택","주택_계","","42","45",
"도봉구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","X","X",
"도봉구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","10","9",
"도봉구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","20","19",
"도봉구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","10","11",
"노원구","계","주택_계","","6556","6838",
"노원구","계","(건축연도) 2023년","","","264",
"노원구","계","(건축연도) 2022년","","18","X",
"노원구","계","(건축연도) 2021년","","33","23",
"노원구","계","(건축연도) 2020년","","26","18",
"노원구","계","(건축연도) 2019년","","17","27",
"노원구","계","(건축연도) 2018년","","X","5",
"노원구","계","(건축연도) 2017년","","X","5",
"노원구","계","(건축연도) 2016년","","16","22",
"노원구","계","(건축연도) 2015년","","X","X",
"노원구","계","(건축연도) 2014년","","15","20",
"노원구","계","(건축연도) 2013년","","15","17",
"노원구","계","(건축연도) 2012년","","X","6",
"노원구","계","(건축연도) 2011년","","X","X",
"노원구","계","(건축연도) 2010년","","X","X",
"노원구","계","(건축연도) 2005~2009년","","38","33",
"노원구","계","(건축연도) 2000~2004년","","191","200",
"노원구","계","(건축연도) 1990~1999년","","2930","3098",
"노원구","계","(건축연도) 1980~1989년","","2727","2558",
"노원구","계","(건축연도) 1979년 이전","","517","533",
"노원구","단독주택","주택_계","","484","524",
"노원구","단독주택","(건축연도) 2023년","","","X",
"노원구","단독주택","(건축연도) 2022년","","X","X",
"노원구","단독주택","(건축연도) 2021년","","X","X",
"노원구","단독주택","(건축연도) 2020년","","X","X",
"노원구","단독주택","(건축연도) 2019년","","X","X",
"노원구","단독주택","(건축연도) 2018년","","X","X",
"노원구","단독주택","(건축연도) 2017년","","X","X",
"노원구","단독주택","(건축연도) 2016년","","X","X",
"노원구","단독주택","(건축연도) 2015년","","X","X",
"노원구","단독주택","(건축연도) 2014년","","X","X",
"노원구","단독주택","(건축연도) 2013년","","X","X",
"노원구","단독주택","(건축연도) 2012년","","X","X",
"노원구","단독주택","(건축연도) 2011년","","X","X",
"노원구","단독주택","(건축연도) 2010년","","X","X",
"노원구","단독주택","(건축연도) 2005~2009년","","X","X",
"노원구","단독주택","(건축연도) 2000~2004년","","X","X",
"노원구","단독주택","(건축연도) 1990~1999년","","X","X",
"노원구","단독주택","(건축연도) 1980~1989년","","11","X",
