"행정구역별(시군구)","주택의 종류별","항목","단위","2022 년","2023 년",
"서북구","아파트","(건축연도) 2011년","","167","160",
"서북구","아파트","(건축연도) 2010년","","98","71",
"서북구","아파트","(건축연도) 2005~2009년","","251","248",
"서북구","아파트","(건축연도) 2000~2004년","","1502","1439",
"서북구","아파트","(건축연도) 1990~1999년","","3680","3672",
"서북구","아파트","(건축연도) 1980~1989년","","247","265",
"서북구","아파트","(건축연도) 1979년 이전","","X","X",
"서북구","연립주택","주택_계","","324","320",
"서북구","연립주택","(건축연도) 2023년","","","X",
"서북구","연립주택","(건축연도) 2022년","","X","X",
"서북구","연립주택","(건축연도) 2021년","","X","X",
"서북구","연립주택","(건축연도) 2020년","","X","X",
"서북구","연립주택","(건축연도) 2019년","","X","X",
"서북구","연립주택","(건축연도) 2018년","","X","5",
"서북구","연립주택","(건축연도) 2017년","","X","6",
"서북구","연립주택","(건축연도) 2016년","","20","16",
"서북구","연립주택","(건축연도) 2015년","","X","7",
"서북구","연립주택","(건축연도) 2014년","","X","X",
"서북구","연립주택","(건축연도) 2013년","","18","17",
"서북구","연립주택","(건축연도) 2012년","","68","56",
"서북구","연립주택","(건축연도) 2011년","","X","X",
"서북구","연립주택","(건축연도) 2010년","","X","X",
"서북구","연립주택","(건축연도) 2005~2009년","","16","13",
"서북구","연립주택","(건축연도) 2000~2004년","","57","51",
"서북구","연립주택","(건축연도) 1990~1999년","","73","79",
"서북구","연립주택","(건축연도) 1980~1989년","","63","65",
"서북구","연립주택","(건축연도) 1979년 이전","","X","X",
"서북구","다세대주택","주택_계","","1445","1353",
"서북구","다세대주택","(건축연도) 2023년","","","X",
"서북구","다세대주택","(건축연도) 2022년","","X","X",
"서북구","다세대주택","(건축연도) 2021년","","X","X",
"서북구","다세대주택","(건축연도) 2020년","","X","X",
"서북구","다세대주택","(건축연도) 2019년","","X","9",
"서북구","다세대주택","(건축연도) 2018년","","X","X",
"서북구","다세대주택","(건축연도) 2017년","","X","X",
"서북구","다세대주택","(건축연도) 2016년","","53","49",
"서북구","다세대주택","(건축연도) 2015년","","10","10",
"서북구","다세대주택","(건축연도) 2014년","","X","X",
"서북구","다세대주택","(건축연도) 2013년","","185","156",
"서북구","다세대주택","(건축연도) 2012년","","370","340",
"서북구","다세대주택","(건축연도) 2011년","","48","45",
"서북구","다세대주택","(건축연도) 2010년","","X","X",
"서북구","다세대주택","(건축연도) 2005~2009년","","35","37",
"서북구","다세대주택","(건축연도) 2000~2004년","","193","181",
"서북구","다세대주택","(건축연도) 1990~1999년","","479","446",
"서북구","다세대주택","(건축연도) 1980~1989년","","58","71",
"서북구","다세대주택","(건축연도) 1979년 이전","","X","X",
"서북구","비주거용 건물 내 주택","주택_계","","118","124",
"서북구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2013년","","X","5",
"서북구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"서북구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","17","12",
"서북구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","23","24",
"서북구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","31","40",
"서북구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","25","27",
"서북구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","12","11",
"공주시","계","주택_계","","5401","5386",
"공주시","계","(건축연도) 2023년","","","8",
"공주시","계","(건축연도) 2022년","","168","119",
"공주시","계","(건축연도) 2021년","","X","X",
"공주시","계","(건축연도) 2020년","","X","X",
"공주시","계","(건축연도) 2019년","","X","6",
"공주시","계","(건축연도) 2018년","","71","67",
"공주시","계","(건축연도) 2017년","","312","296",
"공주시","계","(건축연도) 2016년","","13","11",
"공주시","계","(건축연도) 2015년","","16","15",
"공주시","계","(건축연도) 2014년","","11","12",
"공주시","계","(건축연도) 2013년","","91","111",
"공주시","계","(건축연도) 2012년","","28","25",
"공주시","계","(건축연도) 2011년","","16","16",
"공주시","계","(건축연도) 2010년","","60","48",
"공주시","계","(건축연도) 2005~2009년","","250","253",
"공주시","계","(건축연도) 2000~2004년","","410","424",
"공주시","계","(건축연도) 1990~1999년","","1715","1765",
"공주시","계","(건축연도) 1980~1989년","","446","426",
"공주시","계","(건축연도) 1979년 이전","","1786","1779",
"공주시","단독주택","주택_계","","2177","2144",
"공주시","단독주택","(건축연도) 2023년","","","X",
"공주시","단독주택","(건축연도) 2022년","","X","5",
"공주시","단독주택","(건축연도) 2021년","","X","X",
"공주시","단독주택","(건축연도) 2020년","","X","X",
"공주시","단독주택","(건축연도) 2019년","","X","X",
"공주시","단독주택","(건축연도) 2018년","","X","X",
"공주시","단독주택","(건축연도) 2017년","","X","X",
"공주시","단독주택","(건축연도) 2016년","","X","X",
"공주시","단독주택","(건축연도) 2015년","","X","X",
"공주시","단독주택","(건축연도) 2014년","","X","X",
"공주시","단독주택","(건축연도) 2013년","","5","6",
"공주시","단독주택","(건축연도) 2012년","","X","X",
"공주시","단독주택","(건축연도) 2011년","","X","X",
"공주시","단독주택","(건축연도) 2010년","","X","X",
"공주시","단독주택","(건축연도) 2005~2009년","","21","17",
"공주시","단독주택","(건축연도) 2000~2004년","","55","45",
"공주시","단독주택","(건축연도) 1990~1999년","","144","143",
"공주시","단독주택","(건축연도) 1980~1989년","","158","140",
"공주시","단독주택","(건축연도) 1979년 이전","","1774","1767",
"공주시","아파트","주택_계","","2333","2260",
"공주시","아파트","(건축연도) 2023년","","","8",
"공주시","아파트","(건축연도) 2022년","","167","114",
"공주시","아파트","(건축연도) 2021년","","X","X",
"공주시","아파트","(건축연도) 2020년","","X","X",
"공주시","아파트","(건축연도) 2019년","","X","X",
"공주시","아파트","(건축연도) 2018년","","62","56",
"공주시","아파트","(건축연도) 2017년","","196","177",
"공주시","아파트","(건축연도) 2016년","","X","X",
"공주시","아파트","(건축연도) 2015년","","X","X",
"공주시","아파트","(건축연도) 2014년","","X","X",
"공주시","아파트","(건축연도) 2013년","","43","47",
"공주시","아파트","(건축연도) 2012년","","X","X",
"공주시","아파트","(건축연도) 2011년","","X","X",
"공주시","아파트","(건축연도) 2010년","","57","46",
"공주시","아파트","(건축연도) 2005~2009년","","213","216",
"공주시","아파트","(건축연도) 2000~2004년","","163","167",
"공주시","아파트","(건축연도) 1990~1999년","","1212","1218",
"공주시","아파트","(건축연도) 1980~1989년","","220","210",
"공주시","아파트","(건축연도) 1979년 이전","","X","X",
"공주시","연립주택","주택_계","","466","507",
"공주시","연립주택","(건축연도) 2023년","","","X",
"공주시","연립주택","(건축연도) 2022년","","X","X",
"공주시","연립주택","(건축연도) 2021년","","X","X",
"공주시","연립주택","(건축연도) 2020년","","X","X",
"공주시","연립주택","(건축연도) 2019년","","X","X",
"공주시","연립주택","(건축연도) 2018년","","X","X",
"공주시","연립주택","(건축연도) 2017년","","114","112",
"공주시","연립주택","(건축연도) 2016년","","9","9",
"공주시","연립주택","(건축연도) 2015년","","X","X",
"공주시","연립주택","(건축연도) 2014년","","X","X",
"공주시","연립주택","(건축연도) 2013년","","11","17",
"공주시","연립주택","(건축연도) 2012년","","11","12",
"공주시","연립주택","(건축연도) 2011년","","X","X",
"공주시","연립주택","(건축연도) 2010년","","X","X",
"공주시","연립주택","(건축연도) 2005~2009년","","X","X",
"공주시","연립주택","(건축연도) 2000~2004년","","43","46",
"공주시","연립주택","(건축연도) 1990~1999년","","232","263",
"공주시","연립주택","(건축연도) 1980~1989년","","39","41",
"공주시","연립주택","(건축연도) 1979년 이전","","X","X",
"공주시","다세대주택","주택_계","","309","334",
"공주시","다세대주택","(건축연도) 2023년","","","X",
"공주시","다세대주택","(건축연도) 2022년","","X","X",
"공주시","다세대주택","(건축연도) 2021년","","X","X",
"공주시","다세대주택","(건축연도) 2020년","","X","X",
"공주시","다세대주택","(건축연도) 2019년","","X","X",
"공주시","다세대주택","(건축연도) 2018년","","5","6",
"공주시","다세대주택","(건축연도) 2017년","","X","X",
"공주시","다세대주택","(건축연도) 2016년","","X","X",
"공주시","다세대주택","(건축연도) 2015년","","9","8",
"공주시","다세대주택","(건축연도) 2014년","","7","7",
"공주시","다세대주택","(건축연도) 2013년","","32","40",
"공주시","다세대주택","(건축연도) 2012년","","13","9",
"공주시","다세대주택","(건축연도) 2011년","","13","13",
"공주시","다세대주택","(건축연도) 2010년","","X","X",
"공주시","다세대주택","(건축연도) 2005~2009년","","X","X",
"공주시","다세대주택","(건축연도) 2000~2004년","","131","139",
"공주시","다세대주택","(건축연도) 1990~1999년","","92","103",
"공주시","다세대주택","(건축연도) 1980~1989년","","X","X",
"공주시","다세대주택","(건축연도) 1979년 이전","","X","X",
"공주시","비주거용 건물 내 주택","주택_계","","116","141",
"공주시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"공주시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","10","13",
"공주시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","18","27",
"공주시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","35","38",
"공주시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","27","32",
"공주시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","12","12",
"보령시","계","주택_계","","5916","5945",
"보령시","계","(건축연도) 2023년","","","X",
"보령시","계","(건축연도) 2022년","","8","11",
"보령시","계","(건축연도) 2021년","","489","219",
"보령시","계","(건축연도) 2020년","","122","115",
"보령시","계","(건축연도) 2019년","","122","124",
"보령시","계","(건축연도) 2018년","","10","15",
"보령시","계","(건축연도) 2017년","","98","83",
"보령시","계","(건축연도) 2016년","","69","71",
"보령시","계","(건축연도) 2015년","","320","344",
"보령시","계","(건축연도) 2014년","","43","51",
"보령시","계","(건축연도) 2013년","","115","114",
"보령시","계","(건축연도) 2012년","","45","45",
"보령시","계","(건축연도) 2011년","","8","9",
"보령시","계","(건축연도) 2010년","","5","X",
"보령시","계","(건축연도) 2005~2009년","","396","442",
"보령시","계","(건축연도) 2000~2004년","","237","241",
"보령시","계","(건축연도) 1990~1999년","","1840","1895",
"보령시","계","(건축연도) 1980~1989년","","484","499",
"보령시","계","(건축연도) 1979년 이전","","1505","1661",
"보령시","단독주택","주택_계","","1847","2001",
"보령시","단독주택","(건축연도) 2023년","","","X",
"보령시","단독주택","(건축연도) 2022년","","X","X",
"보령시","단독주택","(건축연도) 2021년","","X","X",
"보령시","단독주택","(건축연도) 2020년","","5","X",
"보령시","단독주택","(건축연도) 2019년","","X","X",
"보령시","단독주택","(건축연도) 2018년","","X","5",
"보령시","단독주택","(건축연도) 2017년","","X","X",
"보령시","단독주택","(건축연도) 2016년","","X","X",
"보령시","단독주택","(건축연도) 2015년","","X","X",
"보령시","단독주택","(건축연도) 2014년","","X","X",
"보령시","단독주택","(건축연도) 2013년","","X","X",
"보령시","단독주택","(건축연도) 2012년","","X","X",
"보령시","단독주택","(건축연도) 2011년","","X","X",
"보령시","단독주택","(건축연도) 2010년","","X","X",
"보령시","단독주택","(건축연도) 2005~2009년","","16","18",
"보령시","단독주택","(건축연도) 2000~2004년","","41","31",
"보령시","단독주택","(건축연도) 1990~1999년","","173","161",
"보령시","단독주택","(건축연도) 1980~1989년","","112","123",
"보령시","단독주택","(건축연도) 1979년 이전","","1484","1632",
"보령시","아파트","주택_계","","3284","3129",
"보령시","아파트","(건축연도) 2023년","","","X",
"보령시","아파트","(건축연도) 2022년","","8","7",
"보령시","아파트","(건축연도) 2021년","","484","215",
"보령시","아파트","(건축연도) 2020년","","115","110",
"보령시","아파트","(건축연도) 2019년","","120","120",
"보령시","아파트","(건축연도) 2018년","","X","X",
"보령시","아파트","(건축연도) 2017년","","94","78",
"보령시","아파트","(건축연도) 2016년","","X","X",
"보령시","아파트","(건축연도) 2015년","","275","288",
"보령시","아파트","(건축연도) 2014년","","X","X",
"보령시","아파트","(건축연도) 2013년","","62","58",
"보령시","아파트","(건축연도) 2012년","","X","X",
"보령시","아파트","(건축연도) 2011년","","X","X",
"보령시","아파트","(건축연도) 2010년","","X","X",
"보령시","아파트","(건축연도) 2005~2009년","","325","373",
"보령시","아파트","(건축연도) 2000~2004년","","102","113",
"보령시","아파트","(건축연도) 1990~1999년","","1524","1589",
"보령시","아파트","(건축연도) 1980~1989년","","174","177",
"보령시","아파트","(건축연도) 1979년 이전","","X","X",
"보령시","연립주택","주택_계","","386","397",
"보령시","연립주택","(건축연도) 2023년","","","X",
"보령시","연립주택","(건축연도) 2022년","","X","X",
"보령시","연립주택","(건축연도) 2021년","","X","X",
"보령시","연립주택","(건축연도) 2020년","","X","X",
"보령시","연립주택","(건축연도) 2019년","","X","X",
"보령시","연립주택","(건축연도) 2018년","","8","9",
"보령시","연립주택","(건축연도) 2017년","","X","X",
"보령시","연립주택","(건축연도) 2016년","","8","9",
"보령시","연립주택","(건축연도) 2015년","","40","49",
"보령시","연립주택","(건축연도) 2014년","","37","38",
"보령시","연립주택","(건축연도) 2013년","","15","10",
"보령시","연립주택","(건축연도) 2012년","","X","X",
"보령시","연립주택","(건축연도) 2011년","","X","X",
"보령시","연립주택","(건축연도) 2010년","","X","X",
"보령시","연립주택","(건축연도) 2005~2009년","","13","15",
"보령시","연립주택","(건축연도) 2000~2004년","","24","25",
"보령시","연립주택","(건축연도) 1990~1999년","","61","62",
"보령시","연립주택","(건축연도) 1980~1989년","","171","169",
"보령시","연립주택","(건축연도) 1979년 이전","","9","11",
"보령시","다세대주택","주택_계","","278","290",
"보령시","다세대주택","(건축연도) 2023년","","","X",
"보령시","다세대주택","(건축연도) 2022년","","X","X",
"보령시","다세대주택","(건축연도) 2021년","","X","X",
"보령시","다세대주택","(건축연도) 2020년","","X","X",
"보령시","다세대주택","(건축연도) 2019년","","X","X",
"보령시","다세대주택","(건축연도) 2018년","","X","X",
"보령시","다세대주택","(건축연도) 2017년","","X","X",
"보령시","다세대주택","(건축연도) 2016년","","53","54",
"보령시","다세대주택","(건축연도) 2015년","","X","X",
"보령시","다세대주택","(건축연도) 2014년","","X","8",
"보령시","다세대주택","(건축연도) 2013년","","33","39",
"보령시","다세대주택","(건축연도) 2012년","","44","44",
"보령시","다세대주택","(건축연도) 2011년","","5","5",
"보령시","다세대주택","(건축연도) 2010년","","X","X",
"보령시","다세대주택","(건축연도) 2005~2009년","","33","28",
"보령시","다세대주택","(건축연도) 2000~2004년","","47","51",
"보령시","다세대주택","(건축연도) 1990~1999년","","34","36",
"보령시","다세대주택","(건축연도) 1980~1989년","","21","21",
"보령시","다세대주택","(건축연도) 1979년 이전","","X","X",
"보령시","비주거용 건물 내 주택","주택_계","","121","128",
"보령시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2013년","","X","5",
"보령시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"보령시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","9","8",
"보령시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","23","21",
"보령시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","48","47",
"보령시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","6","9",
"보령시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","12","18",
"아산시","계","주택_계","","16014","20598",
"아산시","계","(건축연도) 2023년","","","3154",
"아산시","계","(건축연도) 2022년","","1458","1728",
"아산시","계","(건축연도) 2021년","","447","560",
"아산시","계","(건축연도) 2020년","","381","429",
"아산시","계","(건축연도) 2019년","","59","65",
"아산시","계","(건축연도) 2018년","","781","728",
"아산시","계","(건축연도) 2017년","","606","822",
"아산시","계","(건축연도) 2016년","","325","397",
"아산시","계","(건축연도) 2015년","","289","343",
"아산시","계","(건축연도) 2014년","","187","476",
"아산시","계","(건축연도) 2013년","","210","222",
"아산시","계","(건축연도) 2012년","","522","501",
"아산시","계","(건축연도) 2011년","","368","375",
"아산시","계","(건축연도) 2010년","","313","284",
"아산시","계","(건축연도) 2005~2009년","","1892","2178",
"아산시","계","(건축연도) 2000~2004년","","2044","2064",
"아산시","계","(건축연도) 1990~1999년","","5097","5153",
"아산시","계","(건축연도) 1980~1989년","","437","487",
"아산시","계","(건축연도) 1979년 이전","","598","632",
"아산시","단독주택","주택_계","","802","1130",
"아산시","단독주택","(건축연도) 2023년","","","X",
"아산시","단독주택","(건축연도) 2022년","","16","8",
"아산시","단독주택","(건축연도) 2021년","","7","8",
"아산시","단독주택","(건축연도) 2020년","","27","21",
"아산시","단독주택","(건축연도) 2019년","","24","26",
"아산시","단독주택","(건축연도) 2018년","","43","55",
"아산시","단독주택","(건축연도) 2017년","","10","26",
"아산시","단독주택","(건축연도) 2016년","","X","8",
"아산시","단독주택","(건축연도) 2015년","","5","15",
"아산시","단독주택","(건축연도) 2014년","","5","8",
"아산시","단독주택","(건축연도) 2013년","","X","11",
"아산시","단독주택","(건축연도) 2012년","","10","10",
"아산시","단독주택","(건축연도) 2011년","","X","5",
"아산시","단독주택","(건축연도) 2010년","","X","7",
"아산시","단독주택","(건축연도) 2005~2009년","","39","81",
"아산시","단독주택","(건축연도) 2000~2004년","","30","50",
"아산시","단독주택","(건축연도) 1990~1999년","","71","109",
"아산시","단독주택","(건축연도) 1980~1989년","","43","82",
"아산시","단독주택","(건축연도) 1979년 이전","","463","598",
"아산시","아파트","주택_계","","13042","17189",
"아산시","아파트","(건축연도) 2023년","","","3099",
"아산시","아파트","(건축연도) 2022년","","1439","1718",
"아산시","아파트","(건축연도) 2021년","","436","548",
"아산시","아파트","(건축연도) 2020년","","352","380",
"아산시","아파트","(건축연도) 2019년","","20","22",
"아산시","아파트","(건축연도) 2018년","","625","543",
"아산시","아파트","(건축연도) 2017년","","550","729",
"아산시","아파트","(건축연도) 2016년","","203","279",
"아산시","아파트","(건축연도) 2015년","","195","241",
"아산시","아파트","(건축연도) 2014년","","117","407",
"아산시","아파트","(건축연도) 2013년","","43","49",
"아산시","아파트","(건축연도) 2012년","","415","404",
"아산시","아파트","(건축연도) 2011년","","323","329",
"아산시","아파트","(건축연도) 2010년","","305","272",
"아산시","아파트","(건축연도) 2005~2009년","","1673","1930",
"아산시","아파트","(건축연도) 2000~2004년","","1715","1710",
"아산시","아파트","(건축연도) 1990~1999년","","4323","4330",
"아산시","아파트","(건축연도) 1980~1989년","","202","199",
"아산시","아파트","(건축연도) 1979년 이전","","106","X",
"아산시","연립주택","주택_계","","558","595",
"아산시","연립주택","(건축연도) 2023년","","","16",
"아산시","연립주택","(건축연도) 2022년","","X","X",
"아산시","연립주택","(건축연도) 2021년","","X","X",
"아산시","연립주택","(건축연도) 2020년","","X","23",
"아산시","연립주택","(건축연도) 2019년","","13","11",
"아산시","연립주택","(건축연도) 2018년","","101","102",
"아산시","연립주택","(건축연도) 2017년","","43","54",
"아산시","연립주택","(건축연도) 2016년","","25","18",
"아산시","연립주택","(건축연도) 2015년","","17","9",
"아산시","연립주택","(건축연도) 2014년","","8","7",
"아산시","연립주택","(건축연도) 2013년","","118","115",
"아산시","연립주택","(건축연도) 2012년","","X","X",
"아산시","연립주택","(건축연도) 2011년","","X","X",
"아산시","연립주택","(건축연도) 2010년","","X","X",
"아산시","연립주택","(건축연도) 2005~2009년","","12","6",
"아산시","연립주택","(건축연도) 2000~2004년","","X","X",
"아산시","연립주택","(건축연도) 1990~1999년","","107","108",
"아산시","연립주택","(건축연도) 1980~1989년","","105","116",
"아산시","연립주택","(건축연도) 1979년 이전","","5","6",
"아산시","다세대주택","주택_계","","1456","1505",
"아산시","다세대주택","(건축연도) 2023년","","","34",
"아산시","다세대주택","(건축연도) 2022년","","X","X",
"아산시","다세대주택","(건축연도) 2021년","","X","X",
"아산시","다세대주택","(건축연도) 2020년","","X","X",
"아산시","다세대주택","(건축연도) 2019년","","X","X",
"아산시","다세대주택","(건축연도) 2018년","","10","25",
"아산시","다세대주택","(건축연도) 2017년","","X","11",
"아산시","다세대주택","(건축연도) 2016년","","90","87",
"아산시","다세대주택","(건축연도) 2015년","","72","77",
"아산시","다세대주택","(건축연도) 2014년","","54","50",
"아산시","다세대주택","(건축연도) 2013년","","47","45",
"아산시","다세대주택","(건축연도) 2012년","","90","82",
"아산시","다세대주택","(건축연도) 2011년","","38","37",
"아산시","다세대주택","(건축연도) 2010년","","X","X",
"아산시","다세대주택","(건축연도) 2005~2009년","","153","143",
"아산시","다세대주택","(건축연도) 2000~2004년","","283","288",
"아산시","다세대주택","(건축연도) 1990~1999년","","550","554",
"아산시","다세대주택","(건축연도) 1980~1989년","","64","65",
"아산시","다세대주택","(건축연도) 1979년 이전","","X","X",
"아산시","비주거용 건물 내 주택","주택_계","","156","179",
"아산시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2020년","","X","5",
"아산시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2016년","","5","5",
"아산시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2012년","","7","5",
"아산시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"아산시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","15","18",
"아산시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","14","14",
"아산시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","46","52",
"아산시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","23","25",
"아산시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","24","28",
"서산시","계","주택_계","","9168","9171",
"서산시","계","(건축연도) 2023년","","","31",
"서산시","계","(건축연도) 2022년","","556","238",
"서산시","계","(건축연도) 2021년","","55","152",
"서산시","계","(건축연도) 2020년","","186","203",
"서산시","계","(건축연도) 2019년","","94","96",
"서산시","계","(건축연도) 2018년","","382","369",
"서산시","계","(건축연도) 2017년","","407","436",
"서산시","계","(건축연도) 2016년","","131","147",
"서산시","계","(건축연도) 2015년","","404","449",
"서산시","계","(건축연도) 2014년","","138","101",
"서산시","계","(건축연도) 2013년","","263","257",
"서산시","계","(건축연도) 2012년","","247","240",
"서산시","계","(건축연도) 2011년","","158","147",
"서산시","계","(건축연도) 2010년","","6","9",
"서산시","계","(건축연도) 2005~2009년","","1064","1124",
"서산시","계","(건축연도) 2000~2004년","","745","759",
"서산시","계","(건축연도) 1990~1999년","","3009","3034",
"서산시","계","(건축연도) 1980~1989년","","343","369",
"서산시","계","(건축연도) 1979년 이전","","980","1010",
"서산시","단독주택","주택_계","","1235","1319",
"서산시","단독주택","(건축연도) 2023년","","","X",
"서산시","단독주택","(건축연도) 2022년","","X","14",
"서산시","단독주택","(건축연도) 2021년","","X","X",
"서산시","단독주택","(건축연도) 2020년","","5","11",
"서산시","단독주택","(건축연도) 2019년","","11","14",
"서산시","단독주택","(건축연도) 2018년","","5","11",
"서산시","단독주택","(건축연도) 2017년","","7","13",
"서산시","단독주택","(건축연도) 2016년","","7","7",
"서산시","단독주택","(건축연도) 2015년","","8","12",
"서산시","단독주택","(건축연도) 2014년","","X","5",
"서산시","단독주택","(건축연도) 2013년","","6","5",
"서산시","단독주택","(건축연도) 2012년","","X","X",
"서산시","단독주택","(건축연도) 2011년","","6","5",
"서산시","단독주택","(건축연도) 2010년","","X","X",
"서산시","단독주택","(건축연도) 2005~2009년","","10","15",
"서산시","단독주택","(건축연도) 2000~2004년","","15","16",
"서산시","단독주택","(건축연도) 1990~1999년","","98","83",
"서산시","단독주택","(건축연도) 1980~1989년","","83","99",
"서산시","단독주택","(건축연도) 1979년 이전","","963","995",
"서산시","아파트","주택_계","","6169","6092",
"서산시","아파트","(건축연도) 2023년","","","X",
"서산시","아파트","(건축연도) 2022년","","516","190",
"서산시","아파트","(건축연도) 2021년","","28","130",
"서산시","아파트","(건축연도) 2020년","","99","115",
"서산시","아파트","(건축연도) 2019년","","73","76",
"서산시","아파트","(건축연도) 2018년","","348","335",
"서산시","아파트","(건축연도) 2017년","","357","375",
"서산시","아파트","(건축연도) 2016년","","44","56",
"서산시","아파트","(건축연도) 2015년","","327","365",
"서산시","아파트","(건축연도) 2014년","","41","38",
"서산시","아파트","(건축연도) 2013년","","182","186",
"서산시","아파트","(건축연도) 2012년","","211","207",
"서산시","아파트","(건축연도) 2011년","","63","58",
"서산시","아파트","(건축연도) 2010년","","X","X",
"서산시","아파트","(건축연도) 2005~2009년","","944","991",
"서산시","아파트","(건축연도) 2000~2004년","","576","586",
"서산시","아파트","(건축연도) 1990~1999년","","2257","2271",
"서산시","아파트","(건축연도) 1980~1989년","","103","112",
"서산시","아파트","(건축연도) 1979년 이전","","X","X",
"서산시","연립주택","주택_계","","529","545",
"서산시","연립주택","(건축연도) 2023년","","","21",
"서산시","연립주택","(건축연도) 2022년","","X","X",
"서산시","연립주택","(건축연도) 2021년","","21","17",
"서산시","연립주택","(건축연도) 2020년","","X","X",
