행정구역,소멸위험지수_역수처리,다세대주택,단독주택,폐가계산값,폐가지수,방문자,방문자지수,가중치점수,최종점수
경상북도 구미시,0.0218374355697678,1650.0,2202.0,2036.4,0.3028779653454302,102314310.0,0.243977421082186,0.5298662317207576,24.662548089278626
대전광역시 대덕구,0.0996649149666941,916.0,499.0,624.0999999999999,0.0928236781438239,54570726.0,0.1252616348684977,0.5262723395279467,24.610014094982013
경기도 광명시,0.0576128638064318,3322.0,651.0,1452.3,0.2160035695694207,90226598.0,0.213920979705589,0.5082330683292432,24.346323667048903
부산광역시 해운대구,0.1150798661448544,2675.0,1013.0,1511.6,0.2248233806797055,153969277.0,0.3724189729197506,0.5050315269238871,24.299524890428447
대구광역시 동구,0.1188566186758944,842.0,1277.0,1146.5,0.1705213058674797,128943237.5,0.3101910104136824,0.48546499015454636,24.013509541080673
서울특별시 은평구,0.0592038167612284,3889.0,733.0,1679.8000000000002,0.249840113036365,117751308.5,0.2823619590696782,0.48081550477588064,23.945545332567793
경기도 광주시,0.0636118590566746,4094.0,610.0,1655.2,0.2461813043801591,122072454.0,0.2931066108615555,0.4703899867007394,23.79314952386927
경기도 안성시,0.1134290664301648,1060.0,289.0,520.3,0.0773852903993455,79195805.5,0.1864925988744064,0.4263160056000477,23.14889473058292
서울특별시 도봉구,0.1077051348838359,1889.0,19.0,579.9999999999999,0.0862645943333085,79334566.5,0.1868376320669459,0.42364419328521324,23.109839309502146
부산광역시 북구,0.1187950783345812,1050.0,171.0,434.7,0.0646538261322228,78860901.0,0.1856598492629821,0.41661717154361017,23.007121281166736
서울특별시 강북구,0.1056589369616648,1557.0,179.0,592.4,0.088108871867331,84903997.5,0.2006861814328228,0.3912489375446714,22.636299178355383
울산광역시 동구,0.0859562836429845,584.0,263.0,359.29999999999995,0.0534394288688926,45718211.0,0.1032496033001625,0.38360049822127523,22.52449753093896
대구광역시 달성군,0.0598333069645343,244.0,1226.0,931.4,0.1385290399345579,74083068.5,0.1737796321926673,0.36719439024101064,22.284679991395357
