,date,region,region_code,touDivNm,visitors
448,20230101,홍천군,51720,현지인(a),31997.0
449,20230101,홍천군,51720,외지인(b),68036.5
450,20230101,횡성군,51730,현지인(a),20324.5
451,20230101,횡성군,51730,외지인(b),51352.0
452,20230101,영월군,51750,현지인(a),15316.0
453,20230101,영월군,51750,외지인(b),20590.5
454,20230101,평창군,51760,현지인(a),25560.5
455,20230101,평창군,51760,외지인(b),98514.5
456,20230101,정선군,51770,현지인(a),21227.5
457,20230101,정선군,51770,외지인(b),38409.0
458,20230101,철원군,51780,현지인(a),23229.5
459,20230101,철원군,51780,외지인(b),18098.5
460,20230101,화천군,51790,현지인(a),13723.5
461,20230101,화천군,51790,외지인(b),11126.5
462,20230101,양구군,51800,현지인(a),13891.5
463,20230101,양구군,51800,외지인(b),6769.0
464,20230101,인제군,51810,현지인(a),19306.0
465,20230101,인제군,51810,외지인(b),75719.0
466,20230101,고성군,51820,현지인(a),20590.5
467,20230101,고성군,51820,외지인(b),68806.5
468,20230101,양양군,51830,현지인(a),25214.0
469,20230101,양양군,51830,외지인(b),111352.5
470,20230101,전주시 완산구,52111,현지인(a),204722.0
471,20230101,전주시 완산구,52111,외지인(b),115419.5
472,20230101,전주시 덕진구,52113,현지인(a),165448.5
473,20230101,전주시 덕진구,52113,외지인(b),89425.0
474,20230101,군산시,52130,현지인(a),186851.0
475,20230101,군산시,52130,외지인(b),87300.5
476,20230101,익산시,52140,현지인(a),181828.5
477,20230101,익산시,52140,외지인(b),62517.0
478,20230101,정읍시,52180,현지인(a),52612.0
479,20230101,정읍시,52180,외지인(b),30821.0
480,20230101,남원시,52190,현지인(a),44817.5
481,20230101,남원시,52190,외지인(b),28997.5
482,20230101,김제시,52210,현지인(a),36526.0
483,20230101,김제시,52210,외지인(b),37233.0
484,20230101,완주군,52710,현지인(a),31839.5
485,20230101,완주군,52710,외지인(b),56994.0
486,20230101,진안군,52720,현지인(a),7332.5
487,20230101,진안군,52720,외지인(b),14126.0
488,20230101,무주군,52730,현지인(a),10808.0
489,20230101,무주군,52730,외지인(b),45349.5
490,20230101,장수군,52740,현지인(a),8088.5
491,20230101,장수군,52740,외지인(b),7451.5
492,20230101,임실군,52750,현지인(a),7959.0
493,20230101,임실군,52750,외지인(b),24423.0
494,20230101,순창군,52770,현지인(a),8802.5
495,20230101,순창군,52770,외지인(b),13387.5
496,20230101,고창군,52790,현지인(a),27471.5
497,20230101,고창군,52790,외지인(b),28990.5
498,20230101,부안군,52800,현지인(a),28609.0
499,20230101,부안군,52800,외지인(b),45087.0
500,20230102,종로구,11110,현지인(a),169046.5
501,20230102,종로구,11110,외지인(b),271901.0
502,20230102,중구,11140,현지인(a),184331.0
503,20230102,중구,11140,외지인(b),296835.0
504,20230102,용산구,11170,현지인(a),177565.5
505,20230102,용산구,11170,외지인(b),188265.0
506,20230102,성동구,11200,현지인(a),188356.0
507,20230102,성동구,11200,외지인(b),120858.5
508,20230102,광진구,11215,현지인(a),222418.0
509,20230102,광진구,11215,외지인(b),134575.0
510,20230102,동대문구,11230,현지인(a),195727.0
511,20230102,동대문구,11230,외지인(b),107075.5
512,20230102,중랑구,11260,현지인(a),194117.0
513,20230102,중랑구,11260,외지인(b),69149.5
514,20230102,성북구,11290,현지인(a),241979.5
515,20230102,성북구,11290,외지인(b),93982.0
516,20230102,강북구,11305,현지인(a),150584.0
517,20230102,강북구,11305,외지인(b),64085.0
518,20230102,도봉구,11320,현지인(a),132184.5
519,20230102,도봉구,11320,외지인(b),58523.5
520,20230102,노원구,11350,현지인(a),302099.0
521,20230102,노원구,11350,외지인(b),111737.5
522,20230102,은평구,11380,현지인(a),230275.5
523,20230102,은평구,11380,외지인(b),72740.5
524,20230102,서대문구,11410,현지인(a),197347.5
525,20230102,서대문구,11410,외지인(b),174118.0
526,20230102,마포구,11440,현지인(a),281200.5
527,20230102,마포구,11440,외지인(b),231770.0
528,20230102,양천구,11470,현지인(a),177355.5
529,20230102,양천구,11470,외지인(b),77203.0
530,20230102,강서구,11500,현지인(a),278229.0
531,20230102,강서구,11500,외지인(b),159498.5
532,20230102,구로구,11530,현지인(a),215383.0
533,20230102,구로구,11530,외지인(b),125415.5
534,20230102,금천구,11545,현지인(a),113942.5
535,20230102,금천구,11545,외지인(b),65327.5
536,20230102,영등포구,11560,현지인(a),314562.5
537,20230102,영등포구,11560,외지인(b),225092.0
538,20230102,동작구,11590,현지인(a),197379.0
539,20230102,동작구,11590,외지인(b),111247.5
540,20230102,관악구,11620,현지인(a),239617.0
541,20230102,관악구,11620,외지인(b),110243.0
542,20230102,서초구,11650,현지인(a),351652.0
543,20230102,서초구,11650,외지인(b),347406.5
544,20230102,강남구,11680,현지인(a),580940.5
545,20230102,강남구,11680,외지인(b),500906.0
546,20230102,송파구,11710,현지인(a),449379.0
547,20230102,송파구,11710,외지인(b),258090.0
548,20230102,강동구,11740,현지인(a),298935.0
549,20230102,강동구,11740,외지인(b),100114.0
550,20230102,중구,26110,현지인(a),41664.0
551,20230102,중구,26110,외지인(b),89778.5
552,20230102,서구,26140,현지인(a),54302.5
553,20230102,서구,26140,외지인(b),44194.5
554,20230102,동구,26170,현지인(a),48776.0
555,20230102,동구,26170,외지인(b),72023.0
556,20230102,영도구,26200,현지인(a),62954.5
557,20230102,영도구,26200,외지인(b),37880.5
558,20230102,부산진구,26230,현지인(a),213349.5
559,20230102,부산진구,26230,외지인(b),154175.0
560,20230102,동래구,26260,현지인(a),140301.0
561,20230102,동래구,26260,외지인(b),77535.5
562,20230102,남구,26290,현지인(a),143895.5
563,20230102,남구,26290,외지인(b),60690.0
564,20230102,북구,26320,현지인(a),150129.0
